program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement,cost
ysc_academy_soccer_ysc_academy,YSC Academy,Private School,soccer,YSC Academy,Academy,Competitive,3600 S 27th St,Philadelphia,Pennsylvania,19145,Philadelphia,Philadelphia-Camden-Vineland,,,(267) 629-5000,info@yscacademy.com,Contact Person,,www.yscacademy.com,facebook.com/yscacademy,instagram.com/yscacademy,10,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on developing elite soccer players with academic support.,Unknown,Unknown,,,,,"$20,000"
columbus_magic_basketball_columbus_magic,Columbus Magic,Nonprofit,basketball,Columbus Magic,League,All Levels,1234 North High Street,Columbus,Ohio,43201,Franklin,Columbus,,,(614) 555-1234,info@columbusmagic.com,Contact Person,,www.columbusmagic.com,facebook.com/columbusmagic,instagram.com/columbusmagic,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focused on competitive youth basketball.,Unknown,Unknown,,,,,Varies by program
columbus_athletic_club_basketball_columbus_athletic_cl,Columbus Athletic Club,For-profit,basketball,Columbus Athletic Club Basketball,Training,Beginner to Advanced,4567 West Broad Street,Columbus,Ohio,43228,Franklin,Columbus,,,(614) 555-5678,info@columbusac.com,Contact Person,,www.columbusac.com,facebook.com/columbusac,instagram.com/columbusac,8,18,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers skills training and development clinics.,Unknown,Unknown,,,,,$200 per season
buckeye_basketball_academy_basketball_buckeye_basketball_a,Buckeye Basketball Academy,Nonprofit,basketball,Buckeye Basketball Academy,Clinic,All Levels,789 East Lane Avenue,Columbus,Ohio,43201,Franklin,Columbus,,,(614) 555-7890,contact@buckeyebasketball.com,Contact Person,,www.buckeyebasketball.com,facebook.com/buckeyebasketball,instagram.com/buckeyebasketball,5,15,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills training designed for young athletes.,Unknown,Unknown,,,,,$100
savannah_recreation_department_basketball_savannah_youth_baske,Savannah Recreation Department,Government Agency,basketball,Savannah Youth Basketball League,League,All Levels,1515 A. W. Smith St,Savannah,Georgia,31415,Chatham,Savannah,,,(912) 651-6783,recreation@SavannahGa.gov,Contact Person,,www.savannahga.gov,facebook.com/savannahrecreation,Unknown,6,14,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community league for youth basketball players.,Unknown,Unknown,,,,,$75
coastal_empire_basketball_basketball_coastal_empire_baske,Coastal Empire Basketball,Nonprofit,basketball,Coastal Empire Basketball Academy,Training,Beginner to Advanced,456 Broughton Street,Savannah,Georgia,31401,Chatham,Savannah,,,(912) 234-5678,info@coastalempirebasketball.com,Contact Person,,www.coastalempirebasketball.com,facebook.com/coastalempirebasketball,instagram.com/coastalempirebasketball,7,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development and competition.,Unknown,Unknown,,,,,$150 per season
savannah_elite_basketball_basketball_savannah_elite_baske,Savannah Elite Basketball,For-profit,basketball,Savannah Elite Basketball,Clinic,All Levels,2000 East 38th Street,Savannah,Georgia,31404,Chatham,Savannah,,,(912) 555-1234,info@savannahelite.com,Contact Person,,www.savannahelite.com,facebook.com/savannahelite,instagram.com/savannahelite,6,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers specialized clinics and workshops.,Unknown,Unknown,,,,,$120
charlotte_hornets_basketball_charlotte_hornets_ba,Charlotte Hornets,Professional Sports Team,basketball,Charlotte Hornets Basketball Academy,Clinic,All Levels,333 East Trade Street,Charlotte,North Carolina,28202,Mecklenburg,Charlotte,,,(704) 687-8600,hornetsacademy@hornets.com,Contact Person,,www.nba.com/hornets,facebook.com/charlottehornets,instagram.com/charlottehornets,5,17,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasis on fundamental skills and game play.,Unknown,Unknown,,,,,$250
detroit_swag_academy_football_detroit_swag_academy,Detroit Swag Academy,Nonprofit,Football,Detroit Swag Academy,League,All Levels,1200 E 9 Mile Rd,Detroit,Michigan,48091,Macomb,Detroit,,,(586) 212-0317,detroitswagacademy@gmail.com,Contact Person,,www.detroitswagacademy.com,facebook.com/DetroitSwagAcademy,instagram.com/detroitswagacademy,8,14,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on youth development through football.,Unknown,Unknown,,,,,$100
detroit_city_football_club_soccer_detroit_city_fc_yout,Detroit City Football Club,Nonprofit,Soccer,Detroit City FC Youth Program,League,All Levels,1600 Trowbridge St,Detroit,Michigan,48206,Wayne,Detroit,,,(313) 714-0532,youth@detcityfc.com,Contact Person,,www.detcityfc.com/youth,facebook.com/detcityfc,instagram.com/detcityfc,5,18,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Soccer for all skill levels with a focus on teamwork.,Unknown,Unknown,,,,,$150
detroit_pal_multiple sports_detroit_pal_(police_,Detroit PAL,Nonprofit,Multiple sports,Detroit PAL (Police Athletic League),League/Clinic,All Levels,1050 W. Milwaukee St.,Detroit,Michigan,48203,Wayne,Detroit,,,(313) 877-7000,info@detroithpal.com,Contact Person,,www.detroitpal.org,facebook.com/detroitpal,instagram.com/detroitpal,5,18,Unknown,Unknown,Unknown,Year Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on character development and athletic training.,Unknown,Unknown,,,,,Free to low cost
phoenix_suns_basketball_phoenix_jr._suns,Phoenix Suns,Nonprofit,Basketball,Phoenix Jr. Suns,Clinic,All Levels,201 E Jefferson St,Phoenix,Arizona,85004,Maricopa,Phoenix,,,(602) 379-7800,youth@suns.com,Contact Person,,www.nba.com/suns/youth,facebook.com/phoenixsuns,instagram.com/phoenixsuns,6,14,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Basketball skills training and development.,Unknown,Unknown,,,,,$200
phoenix_soccer_club_soccer_phoenix_soccer_club,Phoenix Soccer Club,Nonprofit,Soccer,Phoenix Soccer Club,League,All Levels,3340 W Indian School Rd,Phoenix,Arizona,85017,Maricopa,Phoenix,,,(602) 799-5520,info@phoenixsoccerclub.org,Contact Person,,www.phoenixsoccerclub.org,facebook.com/phoenixsoccerclub,instagram.com/phoenixsoccerclub,4,18,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers recreational and competitive soccer programs.,Unknown,Unknown,,,,,$150
valley_youth_theatre_performing arts_valley_youth_theatre,Valley Youth Theatre,Nonprofit,Performing Arts,Valley Youth Theatre,Workshop,All Levels,525 N 1st St,Phoenix,Arizona,85004,Maricopa,Phoenix,,,(602) 253-8188,vyt@vyt.com,Contact Person,,www.vyt.com,facebook.com/valleyyouththeatre,instagram.com/valleyyouththeatre,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on youth development in performing arts.,Unknown,Unknown,,,,,$300
colorado_rapid_soccer_colorado_rapid_socce,Colorado Rapid,Nonprofit,Soccer,Colorado Rapid Soccer Club,League,All Levels,2000 S Alcott St,Denver,Colorado,80219,Denver,Denver,,,(303) 999-3333,info@coloradorapids.com,Contact Person,,www.coloradorapids.com/youth,facebook.com/coloradorapids,instagram.com/coloradorapids,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Comprehensive training and competition for youth soccer players.,Unknown,Unknown,,,,,$250
dc_scores_soccer_dc_scores,DC Scores,Nonprofit,Soccer,DC Scores,League,All Levels,2000 14th St NW,Washington,District of Columbia,20009,District of Columbia,"Washington, D.C.",,,(202) 250-1141,info@dcscores.org,Contact Person,,www.dcscores.org,facebook.com/dcscores,instagram.com/dcscores,6,13,Unknown,Unknown,Unknown,Fall & Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on literacy and soccer skills,Unknown,Unknown,,,,,Free
"d.c._department_of_parks_and_recreation_baseball_washington,_d.c._you",D.C. Department of Parks and Recreation,Government,Baseball,"Washington, D.C. Youth Baseball Academy",League,All Levels,3501 14th St NW,Washington,District of Columbia,20010,District of Columbia,"Washington, D.C.",,,(202) 635-1926,baseballacademy@dc.gov,Contact Person,,dpr.dc.gov/page/youth-baseball-academy,facebook.com/dcdpr,instagram.com/dcdpr,7,14,Unknown,Unknown,Unknown,Spring & Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers camps and clinics too,Unknown,Unknown,,,,,$100
team_d.c._various_team_d.c._youth_spor,Team D.C.,Nonprofit,Various,Team D.C. Youth Sports,League,All Levels,629 10th St NW,Washington,District of Columbia,20004,District of Columbia,"Washington, D.C.",,,(202) 640-1249,contact@teamdc.org,Contact Person,,www.teamdc.org,facebook.com/teamdc,instagram.com/teamdc,12,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on LGBTQ+ inclusivity in sports,Unknown,Unknown,,,,,Varies
seattle_youth_soccer_soccer_seattle_youth_soccer,Seattle Youth Soccer,Nonprofit,Soccer,Seattle Youth Soccer Association,League,All Levels,2208 1st Ave S,Seattle,Washington,98134,King,Seattle,,,(206) 524-1605,office@syssoccer.org,Contact Person,,www.syssoccer.org,facebook.com/syssoccer,instagram.com/syssoccer,4,19,Unknown,Unknown,Unknown,Fall & Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Multiple leagues based on skill level,Unknown,Unknown,,,,,$180
seattle_parks_and_recreation_various_seattle_parks_and_re,Seattle Parks and Recreation,Government,Various,Seattle Parks and Recreation Youth Sports,League,All Levels,100 Dexter Ave N,Seattle,Washington,98109,King,Seattle,,,(206) 684-4075,seattleparks@seattle.gov,Contact Person,,www.seattle.gov/parks,facebook.com/seattleparks,instagram.com/seattleparks,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a variety of sports for youth,Unknown,Unknown,,,,,Varies
boston_youth_sports_various_boston_youth_sports_,Boston Youth Sports,Nonprofit,Various,Boston Youth Sports Association,League,All Levels,870 Washington St,Boston,Massachusetts,02111,Suffolk,Boston,,,(617) 635-4505,info@bostonyouthsports.org,Contact Person,,www.bostonyouthsports.org,facebook.com/bostonyouthsports,instagram.com/bostonyouthsports,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Variety of sports including soccer, basketball, and more",Unknown,Unknown,,,,,Varies
boston_parks_and_recreation_department_various_boston_parks_and_rec,Boston Parks and Recreation Department,Government,Various,Boston Parks and Recreation Youth Sports,Clinic,All Levels,1010 Massachusetts Ave,Boston,Massachusetts,02118,Suffolk,Boston,,,(617) 635-4505,parks@boston.gov,Contact Person,,www.boston.gov/parks,facebook.com/bostonparks,instagram.com/bostonparks,6,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Promotes healthy living and sport participation,Unknown,Unknown,,,,,Free
boston_united_soccer_club_soccer_boston_united_soccer,Boston United Soccer Club,Nonprofit,Soccer,Boston United Soccer Club,League,All Levels,10 Jesse St,Boston,Massachusetts,02121,Suffolk,Boston,,,(857) 284-1006,contact@bostonunited.org,Contact Person,,www.bostonunited.org,facebook.com/bostonunitedsc,instagram.com/bostonunitedsc,6,19,Unknown,Unknown,Unknown,Fall & Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on competitive soccer training and development,Unknown,Unknown,,,,,$250
nashville_parks_and_recreation_multiple sports_nashville_youth_spor,Nashville Parks and Recreation,Government,Multiple Sports,Nashville Youth Sports,League,All Levels,211 7th Ave N,Nashville,Tennessee,37219,Davidson,Nashville,,,(615) 862-8400,parks.nashville.gov,Contact Person,,www.nashville.gov/Parks-and-Recreation,facebook.com/NashvilleParks,instagram.com/nashville_parks,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers various sports leagues for youth throughout the year.,Unknown,Unknown,,,,,Varies by sport and program
little_league_baseball_baseball_nashville_little_lea,Little League Baseball,Nonprofit,Baseball,Nashville Little League,League,Recreational,650 E Old Hickory Blvd,Nashville,Tennessee,37216,Davidson,Nashville,,,(615) 236-7984,info@nashvillelittleleague.com,Contact Person,,www.nashvillelittleleague.com,facebook.com/NashvilleLittleLeague,instagram.com/nashvillell,4,14,Unknown,Unknown,Unknown,Spring/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides a safe environment for children to learn and play baseball.,Unknown,Unknown,,,,,$100-$150
indianapolis_parks_and_recreation_multiple sports_indy_parks_youth_spo,Indianapolis Parks and Recreation,Government,Multiple Sports,Indy Parks Youth Sports,League,All Levels,200 E Washington St,Indianapolis,Indiana,46204,Marion,Indianapolis,,,(317) 327-7275,indygov.org,Contact Person,,www.indy.gov/parks,facebook.com/IndyParks,instagram.com/indyparks,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Offers a variety of youth sports leagues including basketball, soccer, and baseball.",Unknown,Unknown,,,,,Varies by program
central_indiana_youth_football_league_football_central_indiana_yout,Central Indiana Youth Football League,Nonprofit,Football,Central Indiana Youth Football,League,Recreational,500 S Capitol Ave,Indianapolis,Indiana,46225,Marion,Indianapolis,,,(317) 263-5100,info@ciyf.org,Contact Person,,www.ciyf.org,facebook.com/ciyf,Unknown,6,14,Unknown,Unknown,Unknown,Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides a supportive environment for youth to learn and participate in football.,Unknown,Unknown,,,,,$150
city_of_las_vegas_parks_and_recreation_multiple sports_las_vegas_youth_spor,City of Las Vegas Parks and Recreation,Government,Multiple Sports,Las Vegas Youth Sports,League,All Levels,495 S Main St,Las Vegas,Nevada,89101,Clark,Las Vegas,,,(702) 229-6300,parks@lasvegasnevada.gov,Contact Person,,www.lasvegasnevada.gov/parks,facebook.com/LasVegasParks,instagram.com/lasvegasparks,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Offers a range of sports including soccer, basketball, and baseball.",Unknown,Unknown,,,,,Varies by sport
nevada_elite_volleyball_volleyball_nevada_elite_volleyb,Nevada Elite Volleyball,Club,Volleyball,Nevada Elite Volleyball Club,Academy,Competitive,6100 S Fort Apache Rd,Las Vegas,Nevada,89148,Clark,Las Vegas,,,(702) 529-3636,info@nevadaelite.com,Contact Person,,www.nevadaelite.com,facebook.com/nevadaelite,instagram.com/nevadaelite,10,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development and competitive play in volleyball.,Unknown,Unknown,,,,,"$1,200 per year"
southern_nevada_junior_golf_association_golf_las_vegas_junior_gol,Southern Nevada Junior Golf Association,Nonprofit,Golf,Las Vegas Junior Golf,Instructional,All Levels,7290 S 4th St,Las Vegas,Nevada,89123,Clark,Las Vegas,,,(702) 735-2233,info@snjga.org,Contact Person,,www.snjga.org,facebook.com/snjga,Unknown,7,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides golf instruction and tournament opportunities for youth.,Unknown,Unknown,,,,,$200
baltimore_city_recreation_and_parks_various sports_baltimore_city_recre,Baltimore City Recreation and Parks,Government,various sports,Baltimore City Recreation and Parks Youth Sports,League,All Levels,3001 East Dr,Baltimore,Maryland,21214,Baltimore City,Baltimore,,,(410) 396-7000,recreation@baltimorecity.gov,Contact Person,,www.baltimorecity.gov/rec,facebook.com/BaltimoreCityRecreation,instagram.com/baltimorerp,5,17,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Offers various sports including basketball, soccer, and baseball.",Unknown,Unknown,,,,,Varies by program
boys_&_girls_clubs_of_metropolitan_baltimore_various sports_boys_&_girls_clubs_o,Boys & Girls Clubs of Metropolitan Baltimore,Nonprofit,various sports,Boys & Girls Clubs of Metropolitan Baltimore,After-School Program,All Levels,2001 N. Charles St,Baltimore,Maryland,21218,Baltimore City,Baltimore,,,(443) 471-1800,info@bgcbaltimore.org,Contact Person,,www.bgcbaltimore.org,facebook.com/bgcbaltimore,instagram.com/bgcbaltimore,6,18,Unknown,Unknown,Unknown,School Year,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers sports and mentoring for youth.,Unknown,Unknown,,,,,Low-cost memberships
milwaukee_public_schools_various sports_milwaukee_recreation,Milwaukee Public Schools,Government,various sports,Milwaukee Recreation Youth Sports,League,All Levels,5225 W. Vliet St,Milwaukee,Wisconsin,53208,Milwaukee,Milwaukee,,,(414) 475-8393,recreation@milwaukee.k12.wi.us,Contact Person,,www.milwaukee.gov/recreation,facebook.com/milwaukeerec,instagram.com/milwaukeerec,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a wide range of sports programs.,Unknown,Unknown,,,,,Sliding scale based on income
pearls_for_teen_girls_various sports_the_pearls_for_teen_,PEARLS for Teen Girls,Nonprofit,various sports,The PEARLS for Teen Girls,After-School Program,All Levels,2110 W. State St,Milwaukee,Wisconsin,53233,Milwaukee,Milwaukee,,,(414) 263-4898,info@pearlsforteengirls.com,Contact Person,,www.pearlsforteengirls.com,facebook.com/PEARLSforTeenGirls,instagram.com/pearlsforteengirls,12,18,Unknown,Unknown,Unknown,School Year,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Empowering girls through sports and other activities.,Unknown,Unknown,,,,,Free
milwaukee_youth_hockey_hockey_milwaukee_youth_hock,Milwaukee Youth Hockey,Nonprofit,hockey,Milwaukee Youth Hockey,League,All Levels,2821 S. 20th St,Milwaukee,Wisconsin,53215,Milwaukee,Milwaukee,,,(414) 264-1694,info@milwaukeeyouthhockey.org,Contact Person,,www.milwaukeeyouthhockey.org,facebook.com/MilwaukeeYouthHockey,instagram.com/milwaukeeyouthhockey,5,18,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on skill development and teamwork in hockey.,Unknown,Unknown,,,,,$250-$550/year
city_of_albuquerque_various sports_albuquerque_parks_an,City of Albuquerque,Government,various sports,Albuquerque Parks and Recreation Youth Sports,League,All Levels,1801 12th St NW,Albuquerque,New Mexico,87104,Bernalillo,Albuquerque,,,(505) 768-6000,parksandrec@cabq.gov,Contact Person,,www.cabq.gov/parksandrecreation,facebook.com/ABQParks,instagram.com/abqparks,4,17,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a wide range of sports leagues.,Unknown,Unknown,,,,,Varies by program
new_mexico_youth_soccer_soccer_new_mexico_youth_soc,New Mexico Youth Soccer,Nonprofit,soccer,New Mexico Youth Soccer Association,League,All Levels,2615 Long Ln NW,Albuquerque,New Mexico,87104,Bernalillo,Albuquerque,,,(505) 830-2245,nmysa@newmexicosoccer.org,Contact Person,,www.nmysa.net,facebook.com/nmysa,instagram.com/nmysa,5,18,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focused on youth soccer development.,Unknown,Unknown,,,,,$185/year
albuquerque_football_club_soccer_albuquerque_football,Albuquerque Football Club,Nonprofit,soccer,Albuquerque Football Club Youth,Clinic,All Levels,75 S. 4th St NW,Albuquerque,New Mexico,87102,Bernalillo,Albuquerque,,,(505) 333-4040,youth@abqfc.com,Contact Person,,www.abqfc.com,facebook.com/ABQFC,instagram.com/abqfc,6,15,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Clinics focusing on soccer skills and teamwork.,Unknown,Unknown,,,,,$100
usa_swimming_foundation_swimming_usa_swimming_foundat,USA Swimming Foundation,Nonprofit,swimming,USA Swimming Foundation,Clinics,All Levels,2320 Alamo Ave SE,Albuquerque,New Mexico,87112,Bernalillo,Albuquerque,,,(505) 265-2020,info@usaswimming.org,Contact Person,,www.usaswimmingfoundation.org,facebook.com/usaswimming,instagram.com/usaswimming,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on swimming skills and water safety.,Unknown,Unknown,,,,,Varies by program
omaha_bee's_baseball_omaha_bee's_baseball,Omaha Bee's,Youth Sports Organization,baseball,Omaha Bee's Baseball,League,All Levels,13201 'D' Street,Omaha,Nebraska,68137,Douglas,Omaha,,,(402) 293-7558,info@omahabees.com,Contact Person,,www.omahabees.com,facebook.com/omahabeesbaseball,instagram.com/omahabees,5,12,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on developing teamwork and sportsmanship.,Unknown,Unknown,,,,,$100
omaha_junior_mavericks_baseball_omaha_junior_maveric,Omaha Junior Mavericks,Youth Sports Organization,baseball,Omaha Junior Mavericks,Travel Team,Competitive,1000 S 13th St,Omaha,Nebraska,68108,Douglas,Omaha,,,(402) 920-7600,info@omahajuniormavericks.com,Contact Person,,www.omahajuniormavericks.com,facebook.com/omahajuniormavericks,instagram.com/omahajuniormavericks,9,14,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive travel team focusing on skill enhancement.,Unknown,Unknown,,,,,$800
oklahoma_city_baseball_academy_baseball_oklahoma_city_baseba,Oklahoma City Baseball Academy,Private,baseball,Oklahoma City Baseball Academy,Training Facility,All Levels,1234 W Main St,Oklahoma City,Oklahoma,73106,Oklahoma,Oklahoma City,,,(405) 555-0199,info@okcbaseballacademy.com,Contact Person,,www.okcbaseballacademy.com,facebook.com/okcbaseballacademy,instagram.com/okcbaseballacademy,7,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,"Offers private lessons, camps, and team training.",Unknown,Unknown,,,,,Varies by program
okc_youth_baseball_baseball_okc_youth_baseball,OKC Youth Baseball,Youth Sports Organization,baseball,OKC Youth Baseball,League,Recreational,1212 SW 119th St,Oklahoma City,Oklahoma,73170,Cleveland,Oklahoma City,,,(405) 378-3015,info@okcyouthbaseball.com,Contact Person,,www.okcyouthbaseball.com,facebook.com/okcyouthbaseball,Unknown,4,12,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on youth engagement and development.,Unknown,Unknown,,,,,$125
oklahoma_city_dodgers_foundation_baseball_oklahoma_city_dodger,Oklahoma City Dodgers Foundation,Nonprofit,baseball,Oklahoma City Dodgers Youth Camps,Camps,All Levels,2 S Mickey Mantle Dr,Oklahoma City,Oklahoma,73104,Oklahoma,Oklahoma City,,,(405) 218-1000,camps@okcdodgers.com,Contact Person,,www.okcdodgers.com/youth,facebook.com/okcdodgers,instagram.com/okcdodgers,7,14,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a comprehensive baseball experience.,Unknown,Unknown,,,,,$200
salem_youth_baseball_baseball_salem_youth_baseball,Salem Youth Baseball,Nonprofit,baseball,Salem Youth Baseball,Recreational League,Recreational,6100 37th Ave NE,Salem,Oregon,97305,Marion,Salem,,,(503) 399-1150,info@salemyouthbaseball.com,Contact Person,,www.salemyouthbaseball.com,facebook.com/salemyouthbaseball,Unknown,5,13,Unknown,Unknown,Unknown,Spring/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Aimed at developing the skills of young players in the community.,Unknown,Unknown,,,,,$100
west_salem_little_league_baseball_west_salem_little_le,West Salem Little League,Youth Sports Organization,baseball,West Salem Little League,League,Recreational,1700 W Salem Ave,Salem,Oregon,97304,Polk,Salem,,,(503) 837-7989,westsalemll@gmail.com,Contact Person,,www.westSalemLL.com,facebook.com/westSalemll,Unknown,7,14,Unknown,Unknown,Unknown,Spring/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community-based league promoting sportsmanship.,Unknown,Unknown,,,,,$90
salem-keizer_volcanoes_baseball_salem-keizer_volcano,Salem-Keizer Volcanoes,Professional Baseball Team,baseball,Salem-Keizer Volcanoes MLB Youth Program,Youth Clinics,All Levels,6700 Field St NW,Salem,Oregon,97304,Marion,Salem,,,(503) 390-2225,info@volcanoesbaseball.com,Contact Person,,www.volcanoesbaseball.com,facebook.com/salemkeizervolcanoes,Instagram.com/volcanoesbaseball,6,14,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides clinics and camps led by professional coaches.,Unknown,Unknown,,,,,$150
providence_soccer_soccer_providence_soccer_cl,Providence Soccer,Nonprofit,soccer,Providence Soccer Club,League,All Levels,1455 Elmwood Ave,Providence,Rhode Island,02910,Providence,Providence,,,(401) 400-2629,info@providencesoccer.com,Contact Person,,www.providencesoccer.com,facebook.com/providencesoccer,instagram.com/providencesoccer,5,18,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers league play and development programs.,Unknown,Unknown,,,,,$200
fc_providence_soccer_fc_providence,FC Providence,Nonprofit,soccer,FC Providence,Recreational Club,Beginner to Intermediate,1750 South Main St,Providence,Rhode Island,02905,Providence,Providence,,,(401) 865-2442,admin@fcprovidence.com,Contact Person,,www.fcprovidence.com,facebook.com/fcprovidence,instagram.com/fcprovidence,4,14,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on fun and skill development for younger players.,Unknown,Unknown,,,,,$100
columbia_youth_soccer_soccer_columbia_youth_socce,Columbia Youth Soccer,Nonprofit,soccer,Columbia Youth Soccer Association,League,All Levels,1101 Bush River Rd,Columbia,South Carolina,29210,Richland,Columbia,,,(803) 798-6559,info@columbiasoccer.com,Contact Person,,www.columbiasoccer.com,facebook.com/columbiasoccer,Unknown,4,18,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers recreational and competitive leagues.,Unknown,Unknown,,,,,$150
