program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement
FL_00065,Valrico (Hillsborough County partner league),County Parks & Recreation,Football,Valrico Rams (Pop Warner) – Youth Football & Cheer,League,all_levels,Facility: Valrico Park (Hillsborough County),Unknown,FL,Unknown,Hillsborough County (Tampa Bay),Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://www.valricorams.com,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.valricorams.com,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league.,"youth football (tackle; pop warner) + cheer Valrico (Hillsborough County partner league) florida,football (tackle; pop warner) + cheer for kids Valrico (Hillsborough County partner league) fl,valrico rams (pop warner) – youth football & cheer Valrico (Hillsborough County partner league) fl",park,Unknown,Yes,Unknown,Unknown
FL_00066,Westchase (Hillsborough County partner league),County Parks & Recreation,Football,Westchase Colts (Pop Warner) – Youth Football & Cheer,League,all_levels,Facility: Ed Radice Sports Complex (Hillsborough County),Unknown,FL,Unknown,Hillsborough County (Tampa Bay),Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://www.westchasecolts.com,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.westchasecolts.com,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league.,"youth football (tackle; pop warner) + cheer Westchase (Hillsborough County partner league) florida,football (tackle; pop warner) + cheer for kids Westchase (Hillsborough County partner league) fl,westchase colts (pop warner) – youth football & cheer Westchase (Hillsborough County partner league) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00067,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,Brandon Broncos – Youth Football & Cheer,League,all_levels,Facility: J. C. Handly Sports Complex,Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://www.brandonbroncos.org,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.brandonbroncos.org,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,brandon broncos – youth football & cheer Hillsborough County partner league (TCYFCC) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00068,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,Dover Patriots – Youth Football & Cheer,League,all_levels,Facility: William Owen Pass Sports Complex,Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://thedoverpatriots.com,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,thedoverpatriots.com,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,dover patriots – youth football & cheer Hillsborough County partner league (TCYFCC) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00069,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,East Bay Bucs – Youth Football & Cheer,League,all_levels,Facility: Vance Vogel Sports Complex,Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://www.eastbaybucs.org,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.eastbaybucs.org,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,east bay bucs – youth football & cheer Hillsborough County partner league (TCYFCC) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00070,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,Keystone Bills – Youth Football & Cheer,League,all_levels,Facility: Keystone Park & Recreation Center,Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://keystonebills.com,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,keystonebills.com,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,keystone bills – youth football & cheer Hillsborough County partner league (TCYFCC) fl",park,Unknown,Yes,Unknown,Unknown
FL_00071,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,New Tampa Wildcats – Youth Football & Cheer,League,all_levels,Facility: Turner/Bartels School (per county listing),Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://www.newtampawildcats.org,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.newtampawildcats.org,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,new tampa wildcats – youth football & cheer Hillsborough County partner league (TCYFCC) fl",school,Unknown,Yes,Unknown,Unknown
FL_00072,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,Pinecrest Pilots – Youth Football & Cheer,League,all_levels,Facility: Pinecrest Football Park,Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://www.pinecrestpilots.com,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.pinecrestpilots.com,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,pinecrest pilots – youth football & cheer Hillsborough County partner league (TCYFCC) fl",park,Unknown,Yes,Unknown,Unknown
FL_00073,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,Providence West Steelers – Youth Football & Cheer,League,all_levels,Facility: Providence West Park,Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://hcfl.gov/residents/parks-and-leisure/partner-sports-leagues/youth-football-and-cheerleading-partner-leagues,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,hcfl.gov,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC). Website provided via Bluesombrero (see partner listing for exact link).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,providence west steelers – youth football & cheer Hillsborough County partner league (TCYFCC) fl",park,Unknown,Yes,Unknown,Unknown
FL_00074,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,Seffner Seahawks – Youth Football & Cheer,League,all_levels,Facility: E. L. Bing Sports Complex,Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://hcfl.gov/residents/parks-and-leisure/partner-sports-leagues/youth-football-and-cheerleading-partner-leagues,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,hcfl.gov,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC). Website is hosted on Facebook (see partner listing for exact link).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,seffner seahawks – youth football & cheer Hillsborough County partner league (TCYFCC) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00075,Hillsborough County partner league (TCYFCC),County Parks & Recreation,Football,Turkey Creek Trojans – Youth Football & Cheer,League,all_levels,Facility: Turkey Creek Sports Complex,Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / TCYFCC serves Hillsborough, Pasco, Polk",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://turkeycreektrojans.com,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,turkeycreektrojans.com,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (TCYFCC).,"youth football (youth) + cheer Hillsborough County partner league (TCYFCC) florida,football (youth) + cheer for kids Hillsborough County partner league (TCYFCC) fl,turkey creek trojans – youth football & cheer Hillsborough County partner league (TCYFCC) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00076,Hillsborough County partner league (Florida Elite),County Parks & Recreation,Football,Brandon Bears – Youth Football & Cheer (Florida Elite),League,all_levels,Facility: William Owen Pass Sports Complex,Unknown,FL,Unknown,Hillsborough County (Tampa Bay),Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://hcfl.gov/residents/parks-and-leisure/partner-sports-leagues/youth-football-and-cheerleading-partner-leagues,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,hcfl.gov,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (Florida Elite). Website is hosted on Facebook (see partner listing for exact link).,"youth football (youth) + cheer Hillsborough County partner league (Florida Elite) florida,football (youth) + cheer for kids Hillsborough County partner league (Florida Elite) fl,brandon bears – youth football & cheer (florida elite) Hillsborough County partner league (Florida Elite) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00077,Hillsborough County partner league (Florida Elite),County Parks & Recreation,Football,Progress Village Panthers – Youth Football & Cheer (Florida Elite),League,all_levels,Facility: Larry Sanders Sports Complex,Unknown,FL,Unknown,Hillsborough County (Tampa Bay),Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://hcfl.gov/residents/parks-and-leisure/partner-sports-leagues/youth-football-and-cheerleading-partner-leagues,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,hcfl.gov,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (Florida Elite). Website is hosted on Facebook (see partner listing for exact link).,"youth football (youth) + cheer Hillsborough County partner league (Florida Elite) florida,football (youth) + cheer for kids Hillsborough County partner league (Florida Elite) fl,progress village panthers – youth football & cheer (florida elite) Hillsborough County partner league (Florida Elite) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00078,Hillsborough County partner league (Florida Elite),County Parks & Recreation,Football,Tampa Bay Cardinals – Youth Football & Cheer (Florida Elite),League,all_levels,Facility: Thonotosassa Park & Recreation Center,Unknown,FL,Unknown,Hillsborough County (Tampa Bay),Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://hcfl.gov/residents/parks-and-leisure/partner-sports-leagues/youth-football-and-cheerleading-partner-leagues,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,hcfl.gov,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league (Florida Elite). Website is hosted on Facebook (see partner listing for exact link).,"youth football (youth) + cheer Hillsborough County partner league (Florida Elite) florida,football (youth) + cheer for kids Hillsborough County partner league (Florida Elite) fl,tampa bay cardinals – youth football & cheer (florida elite) Hillsborough County partner league (Florida Elite) fl",park,Unknown,Yes,Unknown,Unknown
FL_00079,Carrollwood (Hillsborough County partner listing),County Parks & Recreation,Football,Carrollwood Packers – Youth Football & Cheer (Pasco Athletic League),League,all_levels,Facility: Northdale Football Fields (per county listing),Unknown,FL,Unknown,"Hillsborough County (Tampa Bay) / PAL serves Hillsborough, Pasco, Pinellas",Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://hcfl.gov/residents/parks-and-leisure/partner-sports-leagues/youth-football-and-cheerleading-partner-leagues,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,hcfl.gov,2025-12-13,Listed on Hillsborough County partner league page under Pasco Athletic League. Website is hosted on Facebook (see partner listing for exact link).,"youth football (youth) + cheer Carrollwood (Hillsborough County partner listing) florida,football (youth) + cheer for kids Carrollwood (Hillsborough County partner listing) fl,carrollwood packers – youth football & cheer (pasco athletic league) Carrollwood (Hillsborough County partner listing) fl",field,Unknown,Yes,Unknown,Unknown
FL_00080,Tallahassee,Other,Football,Big Bend Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,PO Box 13651,Tallahassee,FL,32317,Florida (Big Bend),Tallahassee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.bigbendpopwarner.org,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.bigbendpopwarner.org,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Tallahassee florida,football (tackle; pop warner) + cheer/dance for kids Tallahassee fl,big bend pop warner – youth football & cheer (pop warner conference) Tallahassee fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00081,Edgewater,Other,Football,East Coast Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,2704 Unity Tree Drive,Edgewater,FL,32141,Florida (East Coast),Edgewater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.eccpopwarner.org,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.eccpopwarner.org,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Edgewater florida,football (tackle; pop warner) + cheer/dance for kids Edgewater fl,east coast pop warner – youth football & cheer (pop warner conference) Edgewater fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00082,Crestview,Other,Football,Florida Panhandle Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,2802 Geronimo Dr.,Crestview,FL,32539,Florida (Panhandle),Crestview,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.fppw.info,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.fppw.info,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Crestview florida,football (tackle; pop warner) + cheer/dance for kids Crestview fl,florida panhandle pop warner – youth football & cheer (pop warner conference) Crestview fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00083,Jacksonville (First Coast),Other,Football,First Coast Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,Unknown,Unknown,FL,Unknown,Florida (First Coast),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.firstcoastpw.com,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.firstcoastpw.com,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Jacksonville (First Coast) florida,football (tackle; pop warner) + cheer/dance for kids Jacksonville (First Coast) fl,first coast pop warner – youth football & cheer (pop warner conference) Jacksonville (First Coast) fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00084,Brandon,Other,Football,FYD/Tampa Bay Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,PO Box 6186,Brandon,FL,33508,Florida (Tampa Bay / FYD),Brandon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.fydpopwarner.com,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.fydpopwarner.com,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Brandon florida,football (tackle; pop warner) + cheer/dance for kids Brandon fl,fyd/tampa bay pop warner – youth football & cheer (pop warner conference) Brandon fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00085,West Palm Beach,Other,Football,Gold Coast Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,3640 Whitehall Dr.,West Palm Beach,FL,33401,Florida (Gold Coast),West Palm Beach,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://goldcoastpopwarner.com,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,goldcoastpopwarner.com,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance West Palm Beach florida,football (tackle; pop warner) + cheer/dance for kids West Palm Beach fl,gold coast pop warner – youth football & cheer (pop warner conference) West Palm Beach fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00086,Miami,Other,Football,Greater Miami South Florida Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,PO Box 10242,Miami,FL,33101,Florida (Miami/South Florida),Miami,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.miamipopwarner.org,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.miamipopwarner.org,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Miami florida,football (tackle; pop warner) + cheer/dance for kids Miami fl,greater miami south florida pop warner – youth football & cheer (pop warner conference) Miami fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00087,Jacksonville,Other,Football,Greater Jacksonville Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,"713 Duval Station Rd, Suite 107-407",Jacksonville,FL,32218,Florida (Jacksonville),Jacksonville,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.jaxpopwarner.com,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.jaxpopwarner.com,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Jacksonville florida,football (tackle; pop warner) + cheer/dance for kids Jacksonville fl,greater jacksonville pop warner – youth football & cheer (pop warner conference) Jacksonville fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00088,Windermere,Other,Football,Mid-Florida Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,PO Box 555,Windermere,FL,34786,Florida (Central / Mid-Florida),Windermere,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.mfpw.org,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.mfpw.org,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Windermere florida,football (tackle; pop warner) + cheer/dance for kids Windermere fl,mid-florida pop warner – youth football & cheer (pop warner conference) Windermere fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00089,North Fort Myers,Other,Football,Peace River Pop Warner – Youth Football & Cheer (Pop Warner Conference),League,all_levels,PO Box 4238,North Fort Myers,FL,33918,Florida (Southwest / Peace River),North Fort Myers,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.peaceriverconference.net,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.peaceriverconference.net,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance North Fort Myers florida,football (tackle; pop warner) + cheer/dance for kids North Fort Myers fl,peace river pop warner – youth football & cheer (pop warner conference) North Fort Myers fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00090,Orange Park,Other,Football,Putnam Athletic Pop Warner League – Youth Football & Cheer (Pop Warner Conference),League,all_levels,PO Box 65473,Orange Park,FL,32065,Florida (Putnam Athletic League),Orange Park,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.putnamathleticleague.com,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.putnamathleticleague.com,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Orange Park florida,football (tackle; pop warner) + cheer/dance for kids Orange Park fl,putnam athletic pop warner league – youth football & cheer (pop warner conference) Orange Park fl",park,Unknown,Yes,Unknown,Unknown
FL_00091,Central Florida,Other,Football,Central Florida Pop Warner (Timucua Conference) – Youth Football & Cheer (Pop Warner Conference),League,all_levels,Unknown,Unknown,FL,Unknown,Florida (Central Florida),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.timucuaconference.org,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.timucuaconference.org,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Central Florida florida,football (tackle; pop warner) + cheer/dance for kids Central Florida fl,central florida pop warner (timucua conference) – youth football & cheer (pop warner conference) Central Florida fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00092,Treasure Coast,Other,Football,Treasure Coast Pop Warner (TCFC) – Youth Football & Cheer (Pop Warner Conference),League,all_levels,Unknown,Unknown,FL,Unknown,Florida (Treasure Coast),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.tcfcpopwarner.com,Unknown,Unknown,6,14,Pop Warner divisions typically 6U–14U (see conference/association for specifics),unknown,Yes,unknown,Varies by association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.tcfcpopwarner.com,2025-12-13,Conference listed on Southeast Region Pop Warner member leagues page (Florida conferences).,"youth football (tackle; pop warner) + cheer/dance Treasure Coast florida,football (tackle; pop warner) + cheer/dance for kids Treasure Coast fl,treasure coast pop warner (tcfc) – youth football & cheer (pop warner conference) Treasure Coast fl",Unknown,Unknown,Yes,Unknown,Unknown
FL_00093,Southeast Region (multi-state),Other,Football,Southeast Region Pop Warner – Conference Directory (includes Florida),Program,all_levels,Unknown,Unknown,FL,Unknown,Florida + GA + AL + MS (Region),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.southeastpopwarner.org/Default.aspx?tabid=1581239,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Varies by conference/association,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.southeastpopwarner.org,2025-12-13,Region directory lists Florida Pop Warner conferences and contact details.,"youth football (tackle/flag) + cheer/dance (pop warner) Southeast Region (multi-state) florida,football (tackle/flag) + cheer/dance (pop warner) for kids Southeast Region (multi-state) fl,southeast region pop warner – conference directory (includes florida) Southeast Region (multi-state) fl",Unknown,Unknown,Unknown,Unknown,Unknown
USAWrestling_001,305 Bobcats Wrestling,USA Wrestling Club,Wrestling,Youth Wrestling Training,Club,all_levels,1640 NW 37th Ave.,Miami Gardens,FL,33052,Miami-Dade,Miami,25.9247,-80.2117,+1-516-306-1459,apatacsil@stu.edu,Andrew Patacsil,Andrew Patacsil,Unknown,Unknown,Unknown,5,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,Yes,thefloridawrestlingroom.com,2025-12-13,Listed as a USA Wrestling/FAWA registered club. Practice location: St Thomas Wrestling Room (as listed).,"wrestling classes for kids miami gardens florida,youth wrestling training miami dade county,305 bobcats wrestling club florida,wrestling programs near me miami gardens",school,"Wrestling mats, coaching staff",Yes,USA Wrestling certified coaches,moderate
